record,apuntador,fecha,transecto,direcion,placa,x_m,y_m,x_coord,y_coord,species,species_2,circ_cm,y04,y05,y06,y07,y08,y09,y10,y11,y12,y13,y14,y15,y16,sampled,
642,stacy,26 mayo 2004,3,d,638,130.8,3.2,130.8,53.2,Alchornea latifolia,Alchornea_latifolia,106.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
696,stacy,27 mayo 2004,3,d,712,229,3.4,229,53.4,Alchornea latifolia,Alchornea_latifolia,275,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
737,stacy,27 mayo 2004,3,d,762,753.2,4,753.2,54,Alchornea latifolia,Alchornea_latifolia,108.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
685,stacy,27 mayo 2004,3,d,690,205.7,5.4,205.7,55.4,Alchornea latifolia,Alchornea_latifolia,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
586,jorge,26 mayo 2004,3,d,607,58.7,9.5,58.7,59.5,Alchornea latifolia,Alchornea_latifolia,142,0,0,0,0,0,0,1,2,3,4,5,6,7,no,
733,stacy,27 mayo 2004,3,d,717,441.2,9.5,441.2,59.5,Alchornea latifolia,Alchornea_latifolia,86.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
964,stacy,28 mayo 2004,4,i,856,411.1,10,411.1,60,Alchornea latifolia,Alchornea_latifolia,81.9,1,2,3,4,5,6,7,8,9,10,11,12,13,no,
no_rec,gus,26-Feb-10,4,i,nn-85,120,10,120,60,Alchornea latifolia,Alchornea_latifolia,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
790,stacy,27 mayo 2004,4,i,765,23.6,5.2,23.6,64.8,Alchornea latifolia,Alchornea_latifolia,117.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,26-Feb-10,4,i,nn-88,98,4.5,98,65.5,Alchornea latifolia,Alchornea_latifolia,17,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
924,stacy,28 mayo 2004,4,i,1011,260.3,4.4,260.3,65.6,Alchornea latifolia,Alchornea_latifolia,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
930,stacy,28 mayo 2004,4,i,1051,271.7,2.5,271.7,67.5,Alchornea latifolia,Alchornea_latifolia,82.7,0,1,0,0,0,0,0,0,0,0,0,0,0,no,
927,stacy,28 mayo 2004,4,i,1050,269.9,1.4,269.9,68.6,Alchornea latifolia,Alchornea_latifolia,73.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
842,stacy,27 mayo 2004,4,d,944,13.1,0,13.1,70,Alchornea latifolia,Alchornea_latifolia,119.5,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
809,stacy,27 mayo 2004,4,d,920,96.9,0.1,96.9,70.1,Alchornea latifolia,Alchornea_latifolia,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
830,stacy,27 mayo 2004,4,d,936,49,0.2,49,70.2,Alchornea latifolia,Alchornea_latifolia,99,0,0,0,0,0,0,0,0,0,0,1,0,1,no,
816,stacy,27 mayo 2004,4,d,926,82.3,0.3,82.3,70.3,Alchornea latifolia,Alchornea_latifolia,162.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1036,stacy,28 mayo 2004,4,d,1089,235,0.5,235,70.5,Alchornea latifolia,Alchornea_latifolia,73,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1031,stacy,28 mayo 2004,4,d,1087,256.1,0.6,256.1,70.6,Alchornea latifolia,Alchornea_latifolia,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
977,stacy,28 mayo 2004,4,d,860,468.5,5.1,468.5,75.1,Alchornea latifolia,Alchornea_latifolia,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,26-Feb-10,4,d,nn-86,97,8,97,78,Alchornea latifolia,Alchornea_latifolia,19,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1040,stacy,28 mayo 2004,4,d,1024,226.9,8.7,226.9,78.7,Alchornea latifolia,Alchornea_latifolia,131.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,26-Feb-10,4,d,nn-84,140,9,140,79,Alchornea latifolia,Alchornea_latifolia,19,0,0,0,0,0,0,1,2,0,0,0,0,0,no,
819,stacy,27 mayo 2004,4,d,783,88.3,9.2,88.3,79.2,Alchornea latifolia,Alchornea_latifolia,273,0,0,1,2,3,4,5,6,7,0,0,0,0,no,
1076,stacy,28 mayo 2004,5,i,900,92.8,10,92.8,80,Alchornea latifolia,Alchornea_latifolia,173.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1185,stacy,29 mayo 2004,5,i,1187,245,8.7,245,81.3,Alchornea latifolia,Alchornea_latifolia,155.8,0,0,0,0,0,0,1,2,0,0,0,0,0,no,
no_rec,gus,9-Mar-10,5,i,nn-94,98,8,98,82,Alchornea latifolia,Alchornea_latifolia,16,0,0,0,0,0,0,0,0,0,0,0,1,2,no,
1049,stacy,28 mayo 2004,5,i,1026,10.1,5.8,10.1,84.2,Alchornea latifolia,Alchornea_latifolia,59.7,0,0,0,1,2,0,0,0,0,0,0,0,0,no,
1119,stacy,29 mayo 2004,5,i,1158,106.2,6.5,105.8,86,Alchornea latifolia,Alchornea_latifolia,157.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1181,stacy,29 mayo 2004,5,i,1201,231.5,3.6,231.5,86.4,Alchornea latifolia,Alchornea_latifolia,54.5,0,0,0,0,0,0,1,2,3,4,0,0,0,no,
1124,stacy,29 mayo 2004,5,i,1160,127.1,2.2,193.5,87.1,Alchornea latifolia,Alchornea_latifolia,138.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1189,stacy,29 mayo 2004,5,i,1205,257.1,1.3,257.1,88.7,Alchornea latifolia,Alchornea_latifolia,133,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1258,stacy,29 mayo 2004,5,i,1270,395.7,1.2,395.7,88.8,Alchornea latifolia,Alchornea_latifolia,144,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,9-Mar-10,5,i,nn-99,140,1,140,89,Alchornea latifolia,Alchornea_latifolia,16,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1296,stacy,29 mayo 2004,5,d,1304,490.9,0.5,490.9,90.5,Alchornea latifolia,Alchornea_latifolia,178,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1212,stacy,29 mayo 2004,5,d,1199,273.8,1.4,273.8,91.4,Alchornea latifolia,Alchornea_latifolia,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,9-Mar-10,5,d,nn-100,147,1.5,147,91.5,Alchornea latifolia,Alchornea_latifolia,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,9-Mar-10,5,d,nn-91,40,2,40,92,Alchornea latifolia,Alchornea_latifolia,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1166,stacy,29 mayo 2004,5,d,1177,117.8,3.4,117.8,93.4,Alchornea latifolia,Alchornea_latifolia,161.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,5,d,n-115,199,6,199,96,Alchornea latifolia,Alchornea_latifolia,25.6,0,0,0,0,1,2,3,4,5,6,0,0,0,no,
7207,jorge,1 septiembre 2004,31,i,7215,41.5,9.5,-41.5,100.5,Alchornea latifolia,Alchornea_latifolia,126,0,1,0,0,0,0,0,0,0,0,0,0,0,no,
1387,jorge,10 junio 04,6,i,1385,114.6,9.1,114.6,100.9,Alchornea latifolia,Alchornea_latifolia,167.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1554,jorge,10 junio 04,6,i,1584,495.8,7.7,495.8,102.3,Alchornea latifolia,Alchornea_latifolia,110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7234,jorge,1 septiembre 2004,31,i,7229,84,5.5,-84,104.5,Alchornea latifolia,Alchornea_latifolia,64,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1338,jorge,10 junio 04,6,i,1322,69.4,4.8,69.4,105.2,Alchornea latifolia,Alchornea_latifolia,181.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1341,jorge,10 junio 04,6,i,1366,81.4,4.4,81.4,105.6,Alchornea latifolia,Alchornea_latifolia,77,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1386,jorge,10 junio 04,6,i,1397,116.5,4.2,116.5,105.8,Alchornea latifolia,Alchornea_latifolia,166,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7232,jorge,1 septiembre 2004,31,i,7228,86.5,3.2,-86.5,106.8,Alchornea latifolia,Alchornea_latifolia,148,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,20 de abril 2010,31,i,nn-530,35,3,-35,107,Alchornea latifolia,Alchornea_latifolia,20,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
no_rec,gus,11-Mar-10,6,i,nn-132,94,1,94,109,Alchornea latifolia,Alchornea_latifolia,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1316,jorge,10 junio 04,6,i,1353,12.1,0.55,12.1,109.45,Alchornea latifolia,Alchornea_latifolia,75,0,1,0,0,0,0,0,0,0,0,0,0,0,no,
7228,jorge,1 septiembre 2004,31,d,7317,78.8,0,-78.8,110,Alchornea latifolia,Alchornea_latifolia,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1422,jorge,10 junio 04,6,d,1416,140,0.7,140,110.7,Alchornea latifolia,Alchornea_latifolia,122.6,0,0,0,0,0,0,1,0,0,0,0,0,0,no,
1370,jorge,10 junio 04,6,d,1379,56.3,1.1,56.3,111.1,Alchornea latifolia,Alchornea_latifolia,228,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1405,jorge,10 junio 04,6,d,1406,199.7,1.7,199.7,111.7,Alchornea latifolia,Alchornea_latifolia,84.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7231,jorge,1 septiembre 2004,31,d,7319,81.6,4.1,-81.6,114.1,Alchornea latifolia,Alchornea_latifolia,71.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7246,jorge,1 septiembre 2004,31,d,7328,135.7,4.5,-135.7,114.5,Alchornea latifolia,Alchornea_latifolia,90.6,0,0,0,1,2,0,0,0,0,0,0,0,0,no,
1479,jorge,10 junio 04,6,d,1497,250.4,5.7,250.4,115.7,Alchornea latifolia,Alchornea_latifolia,61.5,0,0,0,0,1,0,1,0,0,0,0,0,0,no,
1418,jorge,10 junio 04,6,d,1412,158.6,6.2,158.6,116.2,Alchornea latifolia,Alchornea_latifolia,161.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1567,jorge,10 junio 04,6,d,1535,417,6.2,417,116.2,Alchornea latifolia,Alchornea_latifolia,49.5,0,1,2,3,4,5,6,7,8,0,0,0,0,no,
1409,jorge,10 junio 04,6,d,1457,182.5,6.3,182.5,116.3,Alchornea latifolia,Alchornea_latifolia,190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1378,jorge,10 junio 04,6,d,1382,13.9,7.5,13.9,117.5,Alchornea latifolia,Alchornea_latifolia,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1425,jorge,10 junio 04,6,d,1419,134.4,8.2,134.4,118.2,Alchornea latifolia,Alchornea_latifolia,70.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1489,jorge,10 junio 04,6,d,1447,206.6,8.7,206.6,118.7,Alchornea latifolia,Alchornea_latifolia,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1577,jorge,14-Jun-04,7,i,1540,13.7,9.7,13.7,120.3,Alchornea latifolia,Alchornea_latifolia,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1590,jorge,14-Jun-04,7,i,1596,59,9,59,121,Alchornea latifolia,Alchornea_latifolia,171,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1588,jorge,14-Jun-04,7,i,1594,40.9,8,40.9,122,Alchornea latifolia,Alchornea_latifolia,166,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1724,jorge,14-Jun-04,7,i,1730,253.4,7.4,253.4,122.6,Alchornea latifolia,Alchornea_latifolia,77.5,0,0,0,0,0,1,2,0,1,0,0,0,0,no,
7365,jorge,1 septiembre 2004,32,i,7287,97.5,7.3,-97.5,122.7,Alchornea latifolia,Alchornea_latifolia,72.5,0,0,0,0,1,2,3,0,0,0,0,0,0,no,
1603,jorge,14-Jun-04,7,i,1609,73.3,7.2,73.3,122.8,Alchornea latifolia,Alchornea_latifolia,57,0,0,0,0,0,0,0,0,0,0,0,0,1,no,
7316,jorge,1 septiembre 2004,32,i,7263,5.6,6.1,-5.6,123.9,Alchornea latifolia,Alchornea_latifolia,81,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1616,jorge,14-Jun-04,7,i,1622,95.5,5.7,95.5,124.3,Alchornea latifolia,Alchornea_latifolia,119.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1784,jorge,14-Jun-04,7,i,1790,322.2,4.8,322.2,125.2,Alchornea latifolia,Alchornea_latifolia,183.1,0,1,0,0,0,0,0,0,0,0,0,0,0,no,
7369,jorge,1 septiembre 2004,32,i,7290,104.7,4.8,-104.7,125.2,Alchornea latifolia,Alchornea_latifolia,109,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
1727,jorge,14-Jun-04,7,i,1733,264,4.5,264,125.5,Alchornea latifolia,Alchornea_latifolia,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7320,jorge,1 septiembre 2004,32,i,7264,18.1,4.3,-18.1,125.7,Alchornea latifolia,Alchornea_latifolia,160,0,1,0,1,2,0,0,0,0,0,0,0,0,no,
1589,jorge,14-Jun-04,7,i,1595,51,4.2,51,125.8,Alchornea latifolia,Alchornea_latifolia,165.5,0,0,0,0,0,1,2,3,0,0,0,0,0,no,
1796,jorge,14-Jun-04,7,i,1802,383,4,383,126,Alchornea latifolia,Alchornea_latifolia,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1668,jorge,14-Jun-04,7,i,1674,155.1,3.8,155.1,126.2,Alchornea latifolia,Alchornea_latifolia,107.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1658,jorge,14-Jun-04,7,i,1664,105.5,3.4,105.5,126.6,Alchornea latifolia,Alchornea_latifolia,156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,7,i,n-170,330,2,330,128,Alchornea latifolia,Alchornea_latifolia,25.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Aug-07,7,i,n-172,357,2,357,128,Alchornea latifolia,Alchornea_latifolia,44.6,0,0,0,1,2,3,4,0,1,0,0,0,0,no,
1729,jorge,14-Jun-04,7,i,1735,269,0,269,130,Alchornea latifolia,Alchornea_latifolia,128.5,0,0,0,0,0,0,0,0,0,0,0,1,2,yes,
1654,jorge,14-Jun-04,7,d,1660,4.2,0.9,4.2,130.9,Alchornea latifolia,Alchornea_latifolia,38.1,1,2,3,0,1,2,3,4,0,0,1,2,3,no,
1851,jorge,14-Jun-04,7,d,1857,436.7,0.9,436.7,130.9,Alchornea latifolia,Alchornea_latifolia,48.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1643,jorge,14-Jun-04,7,d,1649,38.5,1.1,38.5,131.1,Alchornea latifolia,Alchornea_latifolia,206,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7319,jorge,1 septiembre 2004,32,d,7371,12.1,1.2,-12.1,131.2,Alchornea latifolia,Alchornea_latifolia,91,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1745,jorge,14-Jun-04,7,d,1751,281.3,1.3,281.3,131.3,Alchornea latifolia,Alchornea_latifolia,162.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1638,jorge,14-Jun-04,7,d,1644,52.5,2.3,52.5,132.3,Alchornea latifolia,Alchornea_latifolia,123.1,0,0,0,0,0,1,0,0,0,0,0,0,0,no,
7337,jorge,1 septiembre 2004,32,d,7381,49.8,2.3,-49.8,132.3,Alchornea latifolia,Alchornea_latifolia,216.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1742,jorge,14-Jun-04,7,d,1748,291.5,3.2,291.5,133.2,Alchornea latifolia,Alchornea_latifolia,114.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7352,jorge,1 septiembre 2004,32,d,7388,71.6,3.3,-71.6,133.3,Alchornea latifolia,Alchornea_latifolia,110,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1771,jorge,14-Jun-04,7,d,1777,216.8,5,216.8,135,Alchornea latifolia,Alchornea_latifolia,106,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7340,jorge,1 septiembre 2004,32,d,7382,52.5,6.8,-52.5,136.8,Alchornea latifolia,Alchornea_latifolia,169,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1645,jorge,14-Jun-04,7,d,1651,36.8,8.1,36.8,138.1,Alchornea latifolia,Alchornea_latifolia,160,0,0,0,0,0,0,1,2,0,0,1,0,0,no,
1635,jorge,14-Jun-04,7,d,1640,62.5,9.3,62.5,139.3,Alchornea latifolia,Alchornea_latifolia,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7353,jorge,1 septiembre 2004,32,d,7389,71.2,9.4,-71.2,139.4,Alchornea latifolia,Alchornea_latifolia,158,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1655,jorge,14-Jun-04,7,d,1661,0.6,10,0.6,140,Alchornea latifolia,Alchornea_latifolia,77.5,0,0,0,0,0,1,2,3,4,5,6,0,0,no,
1805,jorge,14-Jun-04,7,d,1811,378.4,10,378.4,140,Alchornea latifolia,Alchornea_latifolia,146.5,0,1,2,3,4,5,6,7,8,9,10,11,12,yes,
no_rec,gus,12-Mar-10,7,d,nn-143,135,10,135,140,Alchornea latifolia,Alchornea_latifolia,36,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1921,jorge,16-Jun-04,8,i,1927,300,9.7,300,140.3,Alchornea latifolia,Alchornea_latifolia,120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7474,jorge,1 septiembre 2004,33,i,7439,85.3,9.6,-85.3,140.4,Alchornea latifolia,Alchornea_latifolia,115,0,0,0,0,0,0,0,0,0,0,1,2,3,no,
1867,jorge,16-Jun-04,8,i,1873,450,9.4,450,140.6,Alchornea latifolia,Alchornea_latifolia,146,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1869,jorge,16-Jun-04,8,i,1875,435.7,9,435.7,141,Alchornea latifolia,Alchornea_latifolia,78.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7484,jorge,1 septiembre 2004,33,i,7444,125.2,8.8,-125.2,141.2,Alchornea latifolia,Alchornea_latifolia,97,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7444,jorge,1 septiembre 2004,33,i,7425,39.9,6.4,-39.9,143.6,Alchornea latifolia,Alchornea_latifolia,320,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7455,jorge,1 septiembre 2004,33,i,7429,55.5,5.5,-55.5,144.5,Alchornea latifolia,Alchornea_latifolia,151,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7434,jorge,1 septiembre 2004,33,i,7421,16.8,4.5,-16.8,145.5,Alchornea latifolia,Alchornea_latifolia,155,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1907,jorge,16-Jun-04,8,i,1913,330.7,3.5,330.7,146.5,Alchornea latifolia,Alchornea_latifolia,105.8,0,0,0,0,0,0,0,0,0,0,1,2,0,no,
7450,jorge,1 septiembre 2004,33,i,7427,49.1,2.1,-49.1,147.9,Alchornea latifolia,Alchornea_latifolia,115,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1966,jorge,16-Jun-04,8,i,1972,239.3,1.9,239.3,148.1,Alchornea latifolia,Alchornea_latifolia,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1870,jorge,16-Jun-04,8,i,1876,434.7,1.8,434.7,148.2,Alchornea latifolia,Alchornea_latifolia,110.1,1,2,3,0,0,0,0,0,0,0,0,0,0,no,
1956,jorge,16-Jun-04,8,i,1962,288.4,0.8,288.4,149.2,Alchornea latifolia,Alchornea_latifolia,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1928,jorge,16-Jun-04,8,d,1934,309.1,0.5,309.1,150.5,Alchornea latifolia,Alchornea_latifolia,93.4,0,0,0,0,1,2,3,4,5,6,0,0,0,no,
1879,jorge,16-Jun-04,8,d,1884,440.5,1.1,440.5,151.1,Alchornea latifolia,Alchornea_latifolia,47,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7431,jorge,1 septiembre 2004,33,d,7528,17.4,1.7,-17.4,151.7,Alchornea latifolia,Alchornea_latifolia,148.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2027,jorge,16-Jun-04,8,d,2033,50.6,2.2,50.6,152.2,Alchornea latifolia,Alchornea_latifolia,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1946,jorge,16-Jun-04,8,d,1952,356.5,2.3,356.5,152.3,Alchornea latifolia,Alchornea_latifolia,217.3,0,0,0,0,0,1,2,3,4,5,6,7,8,yes,
1997,jorge,16-Jun-04,8,d,2003,268.8,2.5,268.8,152.5,Alchornea latifolia,Alchornea_latifolia,119.5,1,2,3,4,5,6,7,0,1,0,0,0,0,no,
1993,jorge,16-Jun-04,8,d,1999,249.2,3.1,249.2,153.1,Alchornea latifolia,Alchornea_latifolia,84.6,0,1,2,3,4,0,1,0,0,0,0,0,0,no,
1949,jorge,16-Jun-04,8,d,1955,369.7,3.3,369.7,153.3,Alchornea latifolia,Alchornea_latifolia,146.4,0,0,0,1,2,0,1,2,3,4,5,6,7,no,
1985,jorge,16-Jun-04,8,d,1991,227.7,3.5,227.7,153.5,Alchornea latifolia,Alchornea_latifolia,45.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2081,jorge,16-Jun-04,8,d,2087,194.5,3.9,194.5,153.9,Alchornea latifolia,Alchornea_latifolia,163.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1882,jorge,16-Jun-04,8,d,1887,452.6,4.3,452.6,154.3,Alchornea latifolia,Alchornea_latifolia,87.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7443,jorge,1 septiembre 2004,33,d,7535,36,5.4,-36,155.4,Alchornea latifolia,Alchornea_latifolia,248,1,2,0,0,0,0,0,0,0,0,0,0,0,no,
7430,jorge,1 septiembre 2004,33,d,7527,15,6,-15,156,Alchornea latifolia,Alchornea_latifolia,97,0,1,2,3,4,5,6,7,8,0,0,0,0,no,
1995,jorge,16-Jun-04,8,d,2001,261.7,6.2,261.7,156.2,Alchornea latifolia,Alchornea_latifolia,220,1,2,3,4,5,6,7,0,0,0,0,0,0,no,
7462,jorge,1 septiembre 2004,33,d,7546,62.2,6.3,-62.2,156.3,Alchornea latifolia,Alchornea_latifolia,138.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2001,jorge,16-Jun-04,8,d,2007,288.9,8.4,288.9,158.4,Alchornea latifolia,Alchornea_latifolia,91.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
1996,jorge,16-Jun-04,8,d,2002,267.4,8.8,267.4,158.8,Alchornea latifolia,Alchornea_latifolia,23.5,1,2,3,4,5,6,0,0,0,0,0,0,0,no,
7603,jorge,7 septiembre 2004,34,i,7706,97.7,7.8,-97.7,162.2,Alchornea latifolia,Alchornea_latifolia,153,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7597,jorge,7 septiembre 2004,34,i,7702,88.3,7.6,-88.3,162.4,Alchornea latifolia,Alchornea_latifolia,161,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2104,jorge,21 junio 2004,9,i,2110,11.4,7.2,11.4,162.8,Alchornea latifolia,Alchornea_latifolia,105,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,9,i,n-232,109.5,4.5,109.5,165.5,Alchornea latifolia,Alchornea_latifolia,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7578,jorge,7 septiembre 2004,34,i,7494,54.6,4.3,-54.6,165.7,Alchornea latifolia,Alchornea_latifolia,102,0,1,0,0,0,1,0,0,0,0,0,0,0,no,
2220,jorge,21 junio 2004,9,i,2255,248,2.9,248,167.1,Alchornea latifolia,Alchornea_latifolia,49,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2108,jorge,21 junio 2004,9,i,2112,25.3,0.8,25.3,169.2,Alchornea latifolia,Alchornea_latifolia,118,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7633,jorge,7 septiembre 2004,34,i,7724,200,0.7,-200,169.3,Alchornea latifolia,Alchornea_latifolia,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2105,jorge,21 junio 2004,9,i,2161,12.6,0.6,12.6,169.4,Alchornea latifolia,Alchornea_latifolia,100.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,1-Sep-07,9,i,n-227,10,0.5,10,169.5,Alchornea latifolia,Alchornea_latifolia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2176,jorge,21 junio 2004,9,i,2143,159,0,159,170,Alchornea latifolia,Alchornea_latifolia,185,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7630,jorge,7 septiembre 2004,34,d,7625,195.5,0.1,-195.5,170.1,Alchornea latifolia,Alchornea_latifolia,155,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2242,jorge,21 junio 2004,9,d,2268,292.7,0.4,292.7,170.4,Alchornea latifolia,Alchornea_latifolia,102,0,0,0,1,2,3,4,5,6,7,8,9,10,yes,
2203,jorge,21 junio 2004,9,d,2155,118,0.8,118,170.8,Alchornea latifolia,Alchornea_latifolia,167,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2293,jorge,21 junio 2004,9,d,2299,375.1,0.9,375.1,170.9,Alchornea latifolia,Alchornea_latifolia,120,0,0,0,0,1,0,0,1,2,0,1,2,3,no,
2152,jorge,21 junio 2004,9,d,2187,34.3,1.7,34.3,171.7,Alchornea latifolia,Alchornea_latifolia,96.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7593,jorge,7 septiembre 2004,34,d,7610,80,1.7,-80,171.7,Alchornea latifolia,Alchornea_latifolia,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2132,jorge,21 junio 2004,9,d,2175,81.5,2,81.5,172,Alchornea latifolia,Alchornea_latifolia,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
7581,jorge,7 septiembre 2004,34,d,7602,58,2.6,-58,172.6,Alchornea latifolia,Alchornea_latifolia,80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2144,jorge,21 junio 2004,9,d,2182,49.6,3.1,49.6,173.1,Alchornea latifolia,Alchornea_latifolia,107.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2300,jorge,21 junio 2004,9,d,2302,338,3.3,338,173.3,Alchornea latifolia,Alchornea_latifolia,208.3,1,2,3,4,5,6,7,8,9,10,0,0,0,no,
no_rec,gus,16-Mar-10,9,d,nn-170,393,4,393,174,alchornea latifolia,Alchornea_latifolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
2154,jorge,21 junio 2004,9,d,2132,31.7,4.3,31.7,174.3,Alchornea latifolia,Alchornea_latifolia,108,0,0,0,0,0,0,0,0,0,1,0,0,1,no,
7571,jorge,7 septiembre 2004,34,d,7596,31.4,6.8,-31.4,176.8,Alchornea latifolia,Alchornea_latifolia,136,0,0,0,0,0,0,1,0,0,0,0,0,0,no,
