record,apuntador,fecha,transecto,direcion,placa,x_m,y_m,x_coord,y_coord,species,species_2,circ_cm,y04,y05,y06,y07,y08,y09,y10,y11,y12,y13,y14,y15,y16,sampled,
3405,jorge,30-Jun-04,14,i,3415,366.5,9.8,366.5,260.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,95.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8190,jorge,14 septiembre 2004,39,i,188,35.7,9.6,-35.7,260.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3397,jorge,30-Jun-04,14,i,3407,338,9.2,338,260.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3500,jorge,30-Jun-04,14,i,3510,243.5,9.2,243.5,260.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3393,jorge,30-Jun-04,14,i,3403,319.1,9.1,319.1,260.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,69,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3503,jorge,30-Jun-04,14,i,3513,250.6,9.1,250.6,260.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8308,jorge,14 septiembre 2004,39,i,343,282.4,9.1,-282.4,260.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,78,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8204,jorge,14 septiembre 2004,39,i,195,57.1,8.9,-57.1,261.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,85,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3577,jorge,30-Jun-04,14,i,3587,409.1,8.7,409.1,261.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3389,jorge,30-Jun-04,14,i,3399,308.3,8.4,308.3,261.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,62.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8179,jorge,14 septiembre 2004,39,i,181,13.1,8.4,-13.1,261.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,93,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8182,jorge,14 septiembre 2004,39,i,183,17.2,8.3,-17.2,261.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,165,0,0,0,0,0,0,0,0,1,2,3,0,0,no,
8176,jorge,14 septiembre 2004,39,i,179,8.6,8.1,-8.6,261.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,136,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3466,jorge,30-Jun-04,14,i,3476,193.4,7.9,193.4,262.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,138.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8234,jorge,14 septiembre 2004,39,i,310,142.3,7.8,-142.3,262.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,54,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3421,jorge,30-Jun-04,14,i,3431,62.7,7.4,62.7,262.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3396,jorge,30-Jun-04,14,i,3406,330.7,7.3,330.7,262.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,87.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3423,jorge,30-Jun-04,14,i,3433,74.5,7.3,74.5,262.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,73.4,0,0,0,0,0,0,0,0,1,2,3,4,0,no,
3586,jorge,30-Jun-04,14,i,3596,490.3,7.3,490.3,262.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8194,jorge,14 septiembre 2004,39,i,190,40.1,7.3,-40.1,262.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3408,jorge,30-Jun-04,14,i,3418,372.7,7.2,372.7,262.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3507,jorge,30-Jun-04,14,i,3517,265,7.2,265,262.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,122.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8222,jorge,14 septiembre 2004,39,i,304,109,7.1,-109,262.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,75,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3465,jorge,30-Jun-04,14,i,3475,188.5,6.9,188.5,263.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8202,jorge,14 septiembre 2004,39,i,194,54.4,6.8,-54.4,263.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,56,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8303,jorge,14 septiembre 2004,39,i,341,280.4,6.2,-280.4,263.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3415,jorge,30-Jun-04,14,i,3425,19.6,6.1,19.6,263.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,109.1,0,0,0,0,0,0,1,2,0,0,0,0,0,no,
no_rec,gus,25 de abril 2012,39,i,n-2218,230,6,-230,264,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,22,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8250,jorge,14 septiembre 2004,39,i,318,190.1,5.8,-190.1,264.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,84,0,0,0,0,0,0,1,2,3,0,1,0,0,no,
8183,jorge,14 septiembre 2004,39,i,184,21.2,5.3,-21.2,264.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,45,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8224,jorge,14 septiembre 2004,39,i,306,118.4,5.2,-118.4,264.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,90,0,0,0,1,2,3,4,5,0,1,2,0,0,no,
8226,jorge,14 septiembre 2004,39,i,307,123.5,4.8,-123.5,265.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8318,jorge,14 septiembre 2004,39,i,349,298.3,4.8,-298.3,265.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,39,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3498,jorge,30-Jun-04,14,i,3508,236.5,4.7,236.5,265.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3410,jorge,30-Jun-04,14,i,3420,382.8,4.6,382.8,265.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,76.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3456,jorge,30-Jun-04,14,i,3466,135.9,4.3,135.9,265.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,52,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8206,jorge,14 septiembre 2004,39,i,196,59.3,4.3,-59.3,265.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,17,0,0,0,0,0,0,0,0,0,1,2,0,0,no,
3420,jorge,30-Jun-04,14,i,3430,51.3,4.2,51.3,265.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3394,jorge,30-Jun-04,14,i,3404,326.4,4.1,326.4,265.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,101.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,24-Feb-12,14,i,n-2062,471,4,471,266,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,32,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3404,jorge,30-Jun-04,14,i,3414,364.6,3.9,364.6,266.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8213,jorge,14 septiembre 2004,39,i,200,78.5,3.9,-78.5,266.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,16.5,0,0,0,0,1,0,1,0,0,0,0,0,0,no,
3390,jorge,30-Jun-04,14,i,3400,311.2,3.5,311.2,266.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,71.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3494,jorge,30-Jun-04,14,i,3504,213,3.5,213,266.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,106.8,0,0,0,0,1,0,0,0,0,0,0,0,0,no,
8244,jorge,14 septiembre 2004,39,i,315,176.1,3.4,-176.1,266.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74,0,0,0,0,0,0,0,0,0,0,0,1,0,no,
3417,jorge,30-Jun-04,14,i,3427,30.4,3.3,30.4,266.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,85.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3491,jorge,30-Jun-04,14,i,3501,205,3.3,205,266.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8315,jorge,14 septiembre 2004,39,i,347,293.3,3.2,-293.3,266.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,36,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3445,jorge,30-Jun-04,14,i,3455,106.7,3.1,106.7,266.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,98.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8216,jorge,14 septiembre 2004,39,i,302,88.5,3.1,-88.5,266.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,54,0,0,0,0,0,1,2,3,0,0,1,0,1,no,
3458,jorge,30-Jun-04,14,i,3468,142.5,2.7,142.5,267.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3510,jorge,30-Jun-04,14,i,3520,283,2.7,283,267.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,60.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3392,jorge,30-Jun-04,14,i,3402,316.4,2.6,316.4,267.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3581,jorge,30-Jun-04,14,i,3591,452.1,2.4,452.1,267.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8177,jorge,14 septiembre 2004,39,i,180,9.3,1.9,-9.3,268.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,86,0,0,0,1,2,3,4,5,6,0,0,0,0,no,
8184,jorge,14 septiembre 2004,39,i,185,24.1,1.9,-24.1,268.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,23,0,0,0,0,0,0,0,1,2,3,4,5,0,no,
8181,jorge,14 septiembre 2004,39,i,182,15.1,1.8,-15.1,268.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,110,0,0,0,0,0,0,0,0,1,2,3,0,0,no,
8199,jorge,14 septiembre 2004,39,i,192,43.3,1.6,-43.3,268.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8280,jorge,14 septiembre 2004,39,i,331,255.7,1.6,-255.7,268.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,38,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3448,jorge,30-Jun-04,14,i,3458,119.8,1.3,119.8,268.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3460,jorge,30-Jun-04,14,i,3470,148.8,1.3,148.8,268.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3584,jorge,30-Jun-04,14,i,3594,482,1.3,482,268.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,40.8,0,0,0,0,0,0,1,2,0,0,0,0,0,no,
3422,jorge,30-Jun-04,14,i,3432,65,1.2,65,268.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,136.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3461,jorge,30-Jun-04,14,i,3471,160.5,1,160.5,269,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3424,jorge,30-Jun-04,14,i,3434,76.9,0.9,76.9,269.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8278,jorge,14 septiembre 2004,39,i,330,247.8,0.9,-247.8,269.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,73,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3395,jorge,30-Jun-04,14,i,3405,329.2,0.8,329.2,269.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3403,jorge,30-Jun-04,14,i,3413,363.2,0.6,363.2,269.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,60.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3450,jorge,30-Jun-04,14,i,3460,123.5,0.3,123.5,269.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,65.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3470,jorge,30-Jun-04,14,d,3480,182.7,0,182.7,270,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,105.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8185,jorge,14 septiembre 2004,39,d,217,26.5,0,-26.5,270,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,83,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8316,jorge,14 septiembre 2004,39,d,286,297.8,0,-297.8,270,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,50,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3551,jorge,30-Jun-04,14,d,3561,336.9,0.1,336.9,270.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,88.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3530,jorge,30-Jun-04,14,d,3540,260.4,0.2,260.4,270.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3534,jorge,30-Jun-04,14,d,3544,243.2,0.2,243.2,270.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,94.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8231,jorge,14 septiembre 2004,39,d,240,134.7,0.3,-134.7,270.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,78,0,0,0,0,1,0,1,0,0,0,0,0,0,no,
3525,jorge,30-Jun-04,14,d,3535,272.5,0.6,272.5,270.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,149.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3604,jorge,30-Jun-04,14,d,3614,409.6,0.8,409.6,270.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3473,jorge,30-Jun-04,14,d,3483,168.2,1.2,168.2,271.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3540,jorge,30-Jun-04,14,d,3550,217,1.4,217,271.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,90.4,0,0,0,0,0,0,1,2,3,4,5,6,7,no,
3559,jorge,30-Jun-04,14,d,3569,373.1,1.4,373.1,271.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,50.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8195,jorge,14 septiembre 2004,39,d,222,40.2,1.7,-40.2,271.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3601,jorge,30-Jun-04,14,d,3611,430.4,2,430.4,272,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3433,jorge,30-Jun-04,14,d,3443,90.8,2.3,90.8,272.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,81.4,0,0,0,0,0,0,0,0,1,2,3,4,0,no,
3597,jorge,30-Jun-04,14,d,3607,457.6,2.3,457.6,272.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8300,jorge,14 septiembre 2004,39,d,278,272,2.4,-272,272.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8227,jorge,14 septiembre 2004,39,d,237,127.6,2.6,-127.6,272.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,84,0,0,0,0,1,2,3,4,5,6,7,8,0,no,
3593,jorge,30-Jun-04,14,d,3603,473.4,2.7,473.4,272.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,67.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3472,jorge,30-Jun-04,14,d,3482,170.7,2.8,170.7,272.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8238,jorge,14 septiembre 2004,39,d,243,155,2.8,-155,272.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74.5,0,0,0,0,0,0,1,2,3,4,5,6,0,no,
8252,jorge,14 septiembre 2004,39,d,251,191.4,2.8,-191.4,272.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3517,jorge,30-Jun-04,14,d,3627,297.5,3,297.5,273,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3602,jorge,30-Jun-04,14,d,3612,424.6,3,424.6,273,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,81.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3436,jorge,30-Jun-04,14,d,3446,73.2,3.1,73.2,273.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,68,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8242,jorge,14 septiembre 2004,39,d,246,175,3.2,-175,273.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3557,jorge,30-Jun-04,14,d,3567,366.2,3.3,366.2,273.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8178,jorge,14 septiembre 2004,39,d,215,12.6,3.5,-12.6,273.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,84,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3596,jorge,30-Jun-04,14,d,3606,459.4,3.8,459.4,273.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,77.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8241,jorge,14 septiembre 2004,39,d,245,171.7,3.8,-171.7,273.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3533,jorge,30-Jun-04,14,d,3543,248.6,4,248.6,274,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3588,jorge,30-Jun-04,14,d,3598,493.1,4,493.1,274,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,89.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8200,jorge,14 septiembre 2004,39,d,224,56.2,4,-56.2,274,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8205,jorge,14 septiembre 2004,39,d,227,72.4,4,-72.4,274,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,58,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
no_rec,gus,29-Nov-12,14,d,n-2360,244,4,244,274,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,29,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8211,jorge,14 septiembre 2004,39,d,229,80.5,4.1,-80.5,274.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,34.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3477,jorge,30-Jun-04,14,d,3487,155.6,4.2,155.6,274.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,97.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8221,jorge,14 septiembre 2004,39,d,234,104,4.3,-104,274.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8215,jorge,14 septiembre 2004,39,d,231,89,4.4,-89,274.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,81.4,0,0,0,0,1,2,3,0,0,0,0,0,0,no,
3440,jorge,30-Jun-04,14,d,3450,24.3,4.5,24.3,274.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,123.7,0,0,0,0,0,0,0,0,1,2,3,4,5,no,
8196,jorge,14 septiembre 2004,39,d,223,50.3,4.5,-50.3,274.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,57.4,0,0,0,0,0,0,1,0,0,0,0,0,0,no,
3482,jorge,30-Jun-04,14,d,3492,133.3,4.7,133.3,274.7,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,101.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3587,jorge,30-Jun-04,14,d,3597,499.8,4.9,499.8,274.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,79.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3524,jorge,30-Jun-04,14,d,3534,277.5,5,277.5,275,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3535,jorge,30-Jun-04,14,d,3545,235.8,5.2,235.8,275.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,110.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3553,jorge,30-Jun-04,14,d,3563,351.3,5.2,351.3,275.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,93.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3481,jorge,30-Jun-04,14,d,3491,135.9,5.5,135.9,275.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,37.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8312,jorge,14 septiembre 2004,39,d,284,290.5,5.6,-290.5,275.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,55,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3474,jorge,30-Jun-04,14,d,3484,168,5.8,168,275.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3594,jorge,30-Jun-04,14,d,3604,469.7,5.9,469.7,275.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,95.7,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8255,jorge,14 septiembre 2004,39,d,253,212.9,5.9,-212.9,275.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3550,jorge,30-Jun-04,14,d,3560,333.8,6.2,333.8,276.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8304,jorge,14 septiembre 2004,39,d,280,277.8,6.2,-277.8,276.2,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3549,jorge,30-Jun-04,14,d,3559,331.4,6.3,331.4,276.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,64.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8180,jorge,14 septiembre 2004,39,d,216,20.5,6.3,-20.5,276.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,81.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3518,jorge,30-Jun-04,14,d,3528,292,6.4,292,276.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3538,jorge,30-Jun-04,14,d,3548,222.6,6.6,222.6,276.6,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,107.8,0,0,0,0,0,0,1,2,3,4,5,6,7,no,
3561,jorge,30-Jun-04,14,d,3571,388,7,388,277,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3541,jorge,30-Jun-04,14,d,3551,213.4,7.3,213.4,277.3,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,84.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3545,jorge,30-Jun-04,14,d,3555,311.7,7.4,311.7,277.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,93.6,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3437,jorge,30-Jun-04,14,d,3447,73,7.8,73,277.8,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,83.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3566,jorge,30-Jun-04,14,d,3576,399.1,8.4,399.1,278.4,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,74.1,1,0,0,0,0,0,0,0,0,0,0,0,0,no,
3430,jorge,30-Jun-04,14,d,3440,99.1,8.5,99.1,278.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8191,jorge,14 septiembre 2004,39,d,220,37.3,8.5,-37.3,278.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,58.5,0,0,0,0,0,0,0,0,0,1,0,0,0,no,
8248,jorge,14 septiembre 2004,39,d,248,182,8.5,-182,278.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,91,0,0,0,0,0,0,0,1,0,0,0,0,0,no,
8295,jorge,14 septiembre 2004,39,d,275,255,8.5,-255,278.5,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
3556,jorge,30-Jun-04,14,d,3566,364.1,8.9,364.1,278.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
8249,jorge,14 septiembre 2004,39,d,249,186.4,8.9,-186.4,278.9,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,49,0,0,0,0,0,0,0,1,2,3,4,0,0,no,
3522,jorge,30-Jun-04,14,d,3532,280.3,9.1,280.3,279.1,"Inga micheliana = chalum""""""nga mic""",Inga_micheliana,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no,
